,,,,,,,,,,,,,,,,,,,,,,,m,,Mg C ha-1,Mg C ha-1,Mg C ha-1,Mg C ha-1 yr-1,yr
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished VangaRM1,M1146,Vanga,Kenya,-4.649991,39.223205,-4.649991,39.223205,Exact,5,,central,,riverine,,Ceriops tagal,,2010,2.92,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished Vanga41b,M1147,Vanga,Kenya,-4.608407,39.241142,-4.608554607,39.24083377,Exact,5,,back,,riverine,,Avicennia marina,,2010,2.12,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished Vanga42b,M1148,Vanga,Kenya,-4.608724,39.241386,-4.608724,39.241386,Exact,5,,back,,riverine,,Avicennia marina mix,,2010,2.24,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished Vanga45,M1149,Vanga,Kenya,-4.650353,39.223476,-4.650353,39.223476,Exact,5,,central,,riverine,,Avicennia marina mix,,2010,2.92,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished VangaC1,M1150,Vanga,Kenya,-4.649684,39.223566,-4.649684,39.223566,Exact,5,,central/back,,riverine,,Avicennia marina mix,,2010,2.74,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished VangaA1,M1151,Vanga,Kenya,-4.654488,39.222494,-4.654488,39.222494,Exact,5,,back,,riverine,,Avicennia marina,,2010,2.36,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished VangaW2,M1152,Vanga,Kenya,-4.652235,39.22335,-4.652235,39.22335,Exact,5,,central/outer,,riverine,,Rhizophora mucronata,,2010,2.33,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished VangaW3,M1153,Vanga,Kenya,-4.64934,39.22224,-4.64934,39.22224,Exact,5,,outer,,riverine,,Avicennia marina mix,,2010,2.24,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished VangaW4,M1154,Vanga,Kenya,-4.652525,39.220231,-4.652525,39.220231,Exact,5,,central,Y,riverine,,Avicennia marina mix,,2010,2.75,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished VangaW5,M1155,Vanga,Kenya,-4.66444,39.219053,-4.66444,39.219053,Exact,5,,back,,riverine,,Avicennia marina mix,,2010,2.15,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished Vanga6,M1156,Vanga,Kenya,-4.666397,39.210461,-4.66698738,39.21141151,Exact,5,,back,,riverine,,Avicennia marina,,2010,2.15,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB13,M1157,Gazi,Kenya,-4.407725,39.509277,-4.407725,39.509277,Exact,5,,outer,,riverine,,Avicennia marina mix,,2010,2.97,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB16,M1158,Gazi,Kenya,-4.402343,39.508237,-4.402343,39.508237,Exact,5,,outer,,riverine,,Ceriops tagal,,2010,2.97,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB2,M1159,Gazi,Kenya,-4.419737,39.511196,-4.419530983,39.51109957,Exact,5,,central/outer,,riverine,,Avicennia marina mix,,2010,2.75,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB26,M1160,Gazi,Kenya,-4.405153,39.526913,-4.405153,39.526913,Exact,5,,back,,riverine,,Avicennia marina,,2010,2.38,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB27,M1161,Gazi,Kenya,-4.404818,39.526985,-4.404818,39.526985,Exact,5,,back,,riverine,,Avicennia marina,,2010,2.80,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB3,M1162,Gazi,Kenya,-4.420271,39.510763,-4.420271,39.510763,Exact,5,,central,,estuarine,,Avicennia marina mix,,2010,2.74,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB11,M1163,Gazi,Kenya,-4.423147,39.51218,-4.423147,39.51218,Exact,5,,back,,estuarine,,Ceriops tagal,,2010,3.20,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB28,M1164,Gazi,Kenya,-4.410689,39.526349,-4.410689,39.526349,Exact,5,,central,,riverine,,Ceriops tagal,,2010,2.49,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB29,M1165,Gazi,Kenya,-4.411452,39.522483,-4.411452,39.522483,Exact,5,,central,,riverine,,Ceriops tagal,,2010,1.98,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB17,M1166,Gazi,Kenya,-4.419369,39.506941,-4.419369,39.506941,Exact,5,,back,,estuarine,,Avicennia marina,,2010,2.97,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB6,M1167,Gazi,Kenya,-4.407382,39.520867,-4.407217184,39.5200818,Exact,5,,central/back,,riverine,,Ceriops tagal,,2010,2.63,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB7,M1168,Gazi,Kenya,-4.409138,39.520346,-4.409138,39.520346,Exact,5,,central/back,,riverine,,Ceriops tagal,,2010,2.58,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB14,M1169,Gazi,Kenya,-4.414573,39.509353,-4.413824466,39.50951142,Exact,5,,back,,estuarine,,Avicennia marina mix,,2010,2.97,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB20,M1170,Gazi,Kenya,-4.411968,39.509532,-4.411968,39.509532,Exact,5,,back,,riverine,,Avicennia marina mix,,2010,2.71,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB23,M1171,Gazi,Kenya,-4.407312,39.531277,-4.408678602,39.53029894,Exact,5,,central,,riverine,,Rhizophora mucronata,,2010,2.00,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB12,M1172,Gazi,Kenya,-4.41251,39.509884,-4.412525451,39.51008547,Exact,5,,central/back,,riverine,,Avicennia marina mix,,2010,2.78,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB15,M1173,Gazi,Kenya,-4.409923,39.509936,-4.409943602,39.51077286,Exact,5,,back,,riverine,,Avicennia marina,,2010,2.52,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB18,M1174,Gazi,Kenya,-4.416861,39.51123,-4.416847265,39.51109225,Exact,5,,outer,,estuarine,,Ceriops tagal,,2010,2.41,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB19,M1175,Gazi,Kenya,-4.418037,39.51014,-4.417727974,39.51016066,Exact,5,,central/back,,estuarine,,Avicennia marina,,2010,2.91,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB21,M1176,Gazi,Kenya,-4.421866,39.507862,-4.42107627,39.507187,Exact,5,,central/back,,estuarine,,Avicennia marina,,2010,2.97,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB30,M1177,Gazi,Kenya,-4.41688,39.509031,-4.416886867,39.50922386,Exact,5,,central,,riverine/estuarine,,Avicennia marina mix,,2010,2.91,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB10,M1178,Gazi,Kenya,-4.424866,39.513011,-4.424866,39.513011,Exact,5,,outer,,estuarine,,Avicennia marina mix,,2010,1.91,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB9,M1179,Gazi,Kenya,-4.425716,39.512191,-4.425791539,39.51250095,Exact,5,,outer,,estuarine,,Avicennia marina mix,,2010,2.61,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziB22,M1180,Gazi,Kenya,-4.407772,39.532656,-4.407772,39.532656,Exact,5,,back,,riverine,,Avicennia marina,,2010,2.70,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziS46,M1181,Gazi,Kenya,-4.405189,39.527229,-4.405189,39.527229,Exact,5,,back,,riverine,,Avicennia marina,,2010,2.71,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziS25,M1182,Gazi,Kenya,-4.423573,39.51164,-4.423573,39.51194306,Exact,5,,central/back,,estuarine,,Avicennia marina mix,,2010,2.25,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziS44,M1183,Gazi,Kenya,-4.408112,39.525734,-4.408949816,39.52579599,Exact,5,,central/back,,riverine,,Rhizophora mucronata,,2010,2.82,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziS45,M1184,Gazi,Kenya,-4.407831,39.525833,-4.408696286,39.52632892,Exact,5,,central/back,,riverine,,Rhizophora mucronata,,2010,2.97,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,in,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziS10,M1185,Gazi,Kenya,-4.408233,39.520435,-4.408233,39.520435,Exact,5,,central,,riverine,,Avicennia marina mix,,2010,2.63,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziS38,M1186,Gazi,Kenya,-4.407058,39.531808,-4.407058,39.531808,Exact,5,,back,,riverine,,Avicennia marina,,2010,2.45,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziS39,M1187,Gazi,Kenya,-4.406552,39.531457,-4.406552,39.531457,Exact,5,,back,,riverine,,Avicennia marina,,2010,2.97,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziS41,M1188,Gazi,Kenya,-4.406633,39.53124,-4.406633,39.53124,Exact,5,,central/back,,riverine,,Ceriops tagal,,2010,1.28,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziS24,M1189,Gazi,Kenya,-4.424767,39.51119,-4.424334367,39.5119752,Exact,5,,central,,marine/estuarine,,Avicennia marina mix,,2010,2.67,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziS49,M1190,Gazi,Kenya,-4.420853,39.507357,-4.420746558,39.50719169,Exact,5,,central/back,,estuarine,,Avicennia marina,,2010,2.75,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziS21,M1191,Gazi,Kenya,-4.408441,39.507817,-4.40867449,39.507817,Exact,5,,back,,riverine,,Avicennia marina,,2010,3.00,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziS22,M1192,Gazi,Kenya,-4.40902,39.507439,-4.409033735,39.50714972,Exact,5,,back,,riverine,,Avicennia marina,,2010,3.00,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziS13,M1193,Gazi,Kenya,-4.4076,39.53235,-4.4076,39.53235,Exact,5,,back,,riverine,,Avicennia marina,,2010,2.80,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziS29,M1194,Gazi,Kenya,-4.409624,39.524212,-4.410166519,39.52426021,Exact,5,,central,,riverine,,Rhizophora mucronata,,2010,1.75,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziS31,M1195,Gazi,Kenya,-4.408718,39.525645,-4.408965224,39.52571388,Exact,5,,central,,riverine,,Rhizophora mucronata,,2010,2.19,Y,,,,,
"S. Gress Unpublished, Gress et al 2016",Mix means <80% dominant species,Y,out,"S. K. Gress, selenagress@gmail.com",SKG Unpublished GaziS33,M1196,Gazi,Kenya,-4.408085,39.52578,-4.408922816,39.52584199,Exact,5,,central,,riverine,,Rhizophora mucronata,,2010,2.16,Y,,,,,
Sanders et al 2012 MER,,Y,out,"C. J. Sanders, christian.sanders@scu.edu.au",CJS12 MER GTA,M1197,Guaratuba Bay,Brazil,-25.83956667,-48.60225278,-25.83947213,-48.60225795,,5,,outer,,riverine,,Rhizophora,,2010,0.54,N,,,,,
Sanders et al 2012 MER,,Y,in,"C. J. Sanders, christian.sanders@scu.edu.au",CJS12 MER PAA,M1198,Laranjeiras Bay,Brazil,-25.34311667,-48.33346389,-25.34311667,-48.33346389,exact,5,,outer,,estuarine,,Rhizophora,,2010,0.50,N,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 806-1,M1199,Zambezi River,Mozambique,-18.808457,36.3035,-18.808457,36.3035,Exact,5,,central,,riverine,,,,2013,1.76,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 864-1,M1200,Zambezi River,Mozambique,-18.818504,36.24601,-18.818504,36.24601,Exact,5,,central,,riverine,,,,2013,1.90,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1001-1,M1201,Zambezi River,Mozambique,-18.831799,36.240201,-18.831799,36.240201,Exact,5,,central,,riverine,,,,2013,1.98,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",out,USFS,FS-DAC 1001-2,M1202,Zambezi River,Mozambique,-18.831533,36.240036,-18.83118097,36.24002222,Exact,5,,central/outer,,riverine,,,,2013,1.90,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",out,USFS,FS-DAC 1001-3,M1203,Zambezi River,Mozambique,-18.831774,36.240393,-18.83178704,36.24020014,Exact,5,,central,,riverine,,,,2013,1.93,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1001-4,M1204,Zambezi River,Mozambique,-18.831961,36.240132,-18.831961,36.240132,Exact,5,,central,,riverine,,,,2013,1.95,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1001-5,M1205,Zambezi River,Mozambique,-18.831805,36.239894,-18.831805,36.239894,Exact,5,,central,,riverine,,,,2013,1.95,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1079-1,M1206,Zambezi River,Mozambique,-18.840148,36.264355,-18.840148,36.264355,Exact,5,,central,,riverine,,,,2013,1.95,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1113-1,M1207,Zambezi River,Mozambique,-18.845148,36.213549,-18.845148,36.213549,Exact,5,,central,,riverine,,,,2013,1.95,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1130-1,M1208,Zambezi River,Mozambique,-18.845914,36.306805,-18.845914,36.306805,Exact,5,,central/outer,,riverine,,,,2013,1.50,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1216-1,M1209,Zambezi River,Mozambique,-18.854252,36.123515,-18.854252,36.123515,Exact,5,,central/outer,,riverine,,,,2013,1.87,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1219-1,M1210,Zambezi River,Mozambique,-18.854268,36.237751,-18.854268,36.237751,Exact,5,,central,,riverine,,,,2013,1.50,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1254-1,M1211,Zambezi River,Mozambique,-18.860066,36.269428,-18.860066,36.269428,Exact,5,,central/outer,,riverine,,,,2013,1.83,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1254-2,M1212,Zambezi River,Mozambique,-18.859817,36.269438,-18.859817,36.269438,Exact,5,,central/outer,,riverine,,,,2013,1.95,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1254-3,M1213,Zambezi River,Mozambique,-18.860025,36.269648,-18.860025,36.269648,Exact,5,,central/outer,,riverine,,,,2013,1.75,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1254-4,M1214,Zambezi River,Mozambique,-18.860349,36.269503,-18.860349,36.269503,Exact,5,,central/outer,,riverine,,,,2013,1.90,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1254-5,M1215,Zambezi River,Mozambique,-18.86015,36.269204,-18.86015,36.269204,Exact,5,,central/outer,,riverine,,,,2013,1.90,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1285-1,M1216,Zambezi River,Mozambique,-18.86529,36.141464,-18.86529,36.141464,Exact,5,,central,,riverine/estuarine,,,,2013,1.95,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1285-2,M1217,Zambezi River,Mozambique,-18.86495,36.141608,-18.86495,36.141608,Exact,5,,central,,riverine/estuarine,,,,2013,1.84,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1285-3,M1218,Zambezi River,Mozambique,-18.865297,36.141758,-18.865297,36.141758,Exact,5,,central,,riverine/estuarine,,,,2013,1.95,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1285-4,M1219,Zambezi River,Mozambique,-18.865541,36.141428,-18.865541,36.141428,Exact,5,,central,,riverine/estuarine,,,,2013,1.50,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1285-5,M1220,Zambezi River,Mozambique,-18.865199,36.141195,-18.865199,36.141195,Exact,5,,central,,riverine/estuarine,,,,2013,0.75,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",out,USFS,FS-DAC 1305-1,M1221,Zambezi River,Mozambique,-18.868526,36.282128,-18.86741802,36.2820729,Exact,5,,central,,riverine,,,,2013,0.75,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1314-1,M1222,Zambezi River,Mozambique,-18.870943,36.20356,-18.870943,36.20356,Exact,5,,central,,riverine,,,,2013,1.95,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",out,USFS,FS-DAC 1317-1,M1223,Zambezi River,Mozambique,-18.871772,36.280204,-18.871772,36.280204,Exact,5,,central,,riverine,,,,2013,0.75,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1359-1,M1224,Zambezi River,Mozambique,-18.87926,36.152707,-18.87926,36.152707,Exact,5,,central/estuarine,,riverine,,,,2013,1.95,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1361-1,M1225,Zambezi River,Mozambique,-18.881442,36.168942,-18.881442,36.168942,Exact,5,,central/back,,riverine,,,,2013,1.95,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1361-2,M1226,Zambezi River,Mozambique,-18.881181,36.169008,-18.881181,36.169008,Exact,5,,central/back,,riverine,,,,2013,0.75,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1361-3,M1227,Zambezi River,Mozambique,-18.881462,36.16924,-18.881462,36.16924,Exact,5,,central/back,,riverine,,,,2013,1.56,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1361-4,M1228,Zambezi River,Mozambique,-18.881692,36.168932,-18.881692,36.168932,Exact,5,,central/back,,riverine,,,,2013,1.95,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1361-5,M1229,Zambezi River,Mozambique,-18.881372,36.168701,-18.881372,36.168701,Exact,5,,central/back,,riverine,,,,2013,1.95,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 1382-1,M1230,Zambezi River,Mozambique,-18.88302,36.174246,-18.88302,36.174246,Exact,5,,central,,riverine,,,,2013,1.50,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 9001-1,M1231,Zambezi River,Mozambique,-18.831602,36.264041,-18.831602,36.264041,Exact,5,,central,,riverine,,,,2013,1.95,Y,,,,,
FS-DAC,,"N, but can be accessed directly from the FS-DAC",in,USFS,FS-DAC 9001-2,M1232,Zambezi River,Mozambique,-18.831361,36.264123,-18.831361,36.264123,Exact,5,,central,,riverine,,,,2013,1.95,Y,,,,,
